1	0.01	1
1	0.19	2
1	0.2	3
1	0.15	4
1	0.25	5
1	0.15	6
1	0.05	7

2	0.1	1
2	0.01	2
2	0.19	3
2	0.15	4
2	0.25	5
2	0.13	6
2	0.17	7

3	0.1	1
3	0.15	2
3	0.01	3
3	0.15	4
3	0.24	5
3	0.18	6
3	0.17	7

4	0.2	1
4	0.17	2
4	0.15	3
4	0.01	4
4	0.23	5
4	0.2	6
4	0.04	7

5	0.2	1
5	0.15	2
5	0.24	3
5	0.1	4
5	0.01	5
5	0.15	6
5	0.15	7

6	0.15	1
6	0.25	2
6	0.18	3
6	0.2	4
6	0.1	5
6	0.01	6
6	0.11	7

7	0.25	1
7	0.2	2
7	0.15	3
7	0.04	4
7	0.2	5
7	0.15	6
7	0.01	7
